"OBJECT_ID","EIN","NAME","TAXYR","FORMTYPE","URL","SF_02_FRGN_ORG_GRANT_REGION","SF_02_FRGN_ORG_GRANT_PURPOSE","SF_02_FRGN_ORG_GRANT_DISBMT","SF_02_FRGN_ORG_GRANT_NC_MOV","SF_02_FRGN_ORG_GRANT_AMT","SF_02_FRGN_ORG_GRANT_NC_AMT","SF_02_FRGN_ORG_GRANT_NC_DESC"
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202001979349307235","770071852","THOUSAND CURRENTS","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202001979349307235_public.xml","SOUTH ASIA","PROGRAM SUPPORT","WIRE","BOOK","20000",NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202001979349307235","770071852","THOUSAND CURRENTS","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202001979349307235_public.xml","SOUTH ASIA","PROGRAM SUPPORT","WIRE","BOOK","20000",NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202001979349307235","770071852","THOUSAND CURRENTS","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202001979349307235_public.xml","SOUTH ASIA","PROGRAM SUPPORT","WIRE","BOOK","20000",NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202001979349307235","770071852","THOUSAND CURRENTS","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202001979349307235_public.xml","SOUTH ASIA","PROGRAM SUPPORT","WIRE","BOOK","20000",NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202001979349307235","770071852","THOUSAND CURRENTS","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202001979349307235_public.xml","SOUTH ASIA","PROGRAM SUPPORT","WIRE","BOOK","20000",NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202001979349307235","770071852","THOUSAND CURRENTS","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202001979349307235_public.xml","SOUTH ASIA","PROGRAM SUPPORT","WIRE","BOOK","30000",NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202001979349307235","770071852","THOUSAND CURRENTS","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202001979349307235_public.xml","SOUTH ASIA","PROGRAM SUPPORT","WIRE","BOOK","30000",NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202001979349307235","770071852","THOUSAND CURRENTS","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202001979349307235_public.xml","SOUTH ASIA","PROGRAM SUPPORT","WIRE","BOOK","30000",NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202001979349307235","770071852","THOUSAND CURRENTS","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202001979349307235_public.xml","SOUTH ASIA","PROGRAM SUPPORT","WIRE","BOOK","44000",NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202001979349307235","770071852","THOUSAND CURRENTS","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202001979349307235_public.xml","SOUTH AMERICA","PROGRAM SUPPORT","WIRE","BOOK","5250",NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202001979349307235","770071852","THOUSAND CURRENTS","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202001979349307235_public.xml","SOUTH AMERICA","PROGRAM SUPPORT","WIRE","BOOK","5250",NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202001979349307235","770071852","THOUSAND CURRENTS","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202001979349307235_public.xml","SOUTH AMERICA","PROGRAM SUPPORT","WIRE","BOOK","5800",NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202001979349307235","770071852","THOUSAND CURRENTS","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202001979349307235_public.xml","SOUTH AMERICA","PROGRAM SUPPORT","WIRE","BOOK","6600",NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202001979349307235","770071852","THOUSAND CURRENTS","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202001979349307235_public.xml","SOUTH AMERICA","PROGRAM SUPPORT","WIRE","BOOK","6666",NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202001979349307235","770071852","THOUSAND CURRENTS","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202001979349307235_public.xml","SOUTH AMERICA","PROGRAM SUPPORT","WIRE","BOOK","7250",NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202001979349307235","770071852","THOUSAND CURRENTS","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202001979349307235_public.xml","SOUTH AMERICA","PROGRAM SUPPORT","WIRE","BOOK","7500",NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202001979349307235","770071852","THOUSAND CURRENTS","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202001979349307235_public.xml","SOUTH AMERICA","PROGRAM SUPPORT","WIRE","BOOK","8000",NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202001979349307235","770071852","THOUSAND CURRENTS","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202001979349307235_public.xml","SOUTH AMERICA","PROGRAM SUPPORT","WIRE","BOOK","10000",NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202001979349307235","770071852","THOUSAND CURRENTS","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202001979349307235_public.xml","SOUTH AMERICA","PROGRAM SUPPORT","WIRE","BOOK","10000",NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202001979349307235","770071852","THOUSAND CURRENTS","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202001979349307235_public.xml","SOUTH AMERICA","PROGRAM SUPPORT","WIRE","BOOK","10000",NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202001979349307235","770071852","THOUSAND CURRENTS","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202001979349307235_public.xml","SOUTH AMERICA","PROGRAM SUPPORT","WIRE","BOOK","10000",NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202001979349307235","770071852","THOUSAND CURRENTS","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202001979349307235_public.xml","SOUTH AMERICA","PROGRAM SUPPORT","WIRE","BOOK","10000",NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202001979349307235","770071852","THOUSAND CURRENTS","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202001979349307235_public.xml","SOUTH AMERICA","PROGRAM SUPPORT","WIRE","BOOK","10000",NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202001979349307235","770071852","THOUSAND CURRENTS","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202001979349307235_public.xml","SOUTH AMERICA","PROGRAM SUPPORT","WIRE","BOOK","10000",NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202001979349307235","770071852","THOUSAND CURRENTS","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202001979349307235_public.xml","SOUTH AMERICA","PROGRAM SUPPORT","WIRE","BOOK","10000",NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202001979349307235","770071852","THOUSAND CURRENTS","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202001979349307235_public.xml","SOUTH AMERICA","PROGRAM SUPPORT","WIRE","BOOK","10000",NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202001979349307235","770071852","THOUSAND CURRENTS","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202001979349307235_public.xml","SOUTH AMERICA","PROGRAM SUPPORT","WIRE","BOOK","10000",NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202001979349307235","770071852","THOUSAND CURRENTS","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202001979349307235_public.xml","SOUTH AMERICA","PROGRAM SUPPORT","WIRE","BOOK","10000",NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202001979349307235","770071852","THOUSAND CURRENTS","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202001979349307235_public.xml","SOUTH AMERICA","PROGRAM SUPPORT","WIRE","BOOK","12000",NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202001979349307235","770071852","THOUSAND CURRENTS","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202001979349307235_public.xml","SOUTH AMERICA","PROGRAM SUPPORT","WIRE","BOOK","12668",NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202001979349307235","770071852","THOUSAND CURRENTS","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202001979349307235_public.xml","SOUTH AMERICA","PROGRAM SUPPORT","WIRE","BOOK","13525",NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202001979349307235","770071852","THOUSAND CURRENTS","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202001979349307235_public.xml","SOUTH AMERICA","PROGRAM SUPPORT","WIRE","BOOK","13807",NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202001979349307235","770071852","THOUSAND CURRENTS","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202001979349307235_public.xml","CENTRAL AMERICA AND THE CARIBBEAN","PROGRAM SUPPORT","WIRE","BOOK","6600",NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202001979349307235","770071852","THOUSAND CURRENTS","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202001979349307235_public.xml","CENTRAL AMERICA AND THE CARIBBEAN","PROGRAM SUPPORT","WIRE","BOOK","7240",NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202001979349307235","770071852","THOUSAND CURRENTS","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202001979349307235_public.xml","CENTRAL AMERICA AND THE CARIBBEAN","PROGRAM SUPPORT","WIRE","BOOK","10500",NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202001979349307235","770071852","THOUSAND CURRENTS","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202001979349307235_public.xml","CENTRAL AMERICA AND THE CARIBBEAN","PROGRAM SUPPORT","WIRE","BOOK","14100",NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202001979349307235","770071852","THOUSAND CURRENTS","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202001979349307235_public.xml","CENTRAL AMERICA AND THE CARIBBEAN","PROGRAM SUPPORT","WIRE","BOOK","20000",NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202001979349307235","770071852","THOUSAND CURRENTS","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202001979349307235_public.xml","CENTRAL AMERICA AND THE CARIBBEAN","PROGRAM SUPPORT","WIRE","BOOK","20000",NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202001979349307235","770071852","THOUSAND CURRENTS","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202001979349307235_public.xml","CENTRAL AMERICA AND THE CARIBBEAN","PROGRAM SUPPORT","WIRE","BOOK","20000",NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202001979349307235","770071852","THOUSAND CURRENTS","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202001979349307235_public.xml","CENTRAL AMERICA AND THE CARIBBEAN","PROGRAM SUPPORT","WIRE","BOOK","20000",NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202001979349307235","770071852","THOUSAND CURRENTS","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202001979349307235_public.xml","CENTRAL AMERICA AND THE CARIBBEAN","PROGRAM SUPPORT","WIRE","BOOK","20000",NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202001979349307235","770071852","THOUSAND CURRENTS","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202001979349307235_public.xml","CENTRAL AMERICA AND THE CARIBBEAN","PROGRAM SUPPORT","WIRE","BOOK","20000",NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202001979349307235","770071852","THOUSAND CURRENTS","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202001979349307235_public.xml","CENTRAL AMERICA AND THE CARIBBEAN","PROGRAM SUPPORT","WIRE","BOOK","20000",NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202001979349307235","770071852","THOUSAND CURRENTS","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202001979349307235_public.xml","CENTRAL AMERICA AND THE CARIBBEAN","PROGRAM SUPPORT","WIRE","BOOK","20000",NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202001979349307235","770071852","THOUSAND CURRENTS","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202001979349307235_public.xml","CENTRAL AMERICA AND THE CARIBBEAN","PROGRAM SUPPORT","WIRE","BOOK","20000",NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202001979349307235","770071852","THOUSAND CURRENTS","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202001979349307235_public.xml","CENTRAL AMERICA AND THE CARIBBEAN","PROGRAM SUPPORT","WIRE","BOOK","30000",NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202001979349307235","770071852","THOUSAND CURRENTS","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202001979349307235_public.xml","CENTRAL AMERICA AND THE CARIBBEAN","PROGRAM SUPPORT","WIRE","BOOK","32500",NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202001979349307235","770071852","THOUSAND CURRENTS","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202001979349307235_public.xml","NORTH AMERICA","PROGRAM SUPPORT","WIRE","BOOK","90713",NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202010569349301851","133202264","AMERICAN FRIENDS OF DVI","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202010569349301851_public.xml",NA,"NEEDY CHILDREN","CASH WIRES",NA,"183500",NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201942979349301729","830308856","COMMUNITY FOUNDATION OF JACKSON HOLE","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201942979349301729_public.xml","SUB-SAHARAN AFR","GENERAL SUPPORT","WIRE TRNSFR",NA,"20000",NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201942979349301729","830308856","COMMUNITY FOUNDATION OF JACKSON HOLE","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201942979349301729_public.xml","SUB-SAHARAN AFR","GENERAL SUPPORT","WIRE TRNSFR",NA,"275000",NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201931379349300303","133118418","Friends of the Mauritshuis","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201931379349300303_public.xml","Europe","artistic","wire transfer",NA,"27426",NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201931379349300303","133118418","Friends of the Mauritshuis","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201931379349300303_public.xml","Europe","fellowship","wire transfer",NA,"25661",NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201931659349300953","371413467","TPAA FOUNDATION","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201931659349300953_public.xml","EAST ASIA AND THE PACIFIC","ASSIST WITH THE PURCHASE OF EQUIPMENT, RESPIRATORS, OPERATING EQUIPMENT.","CHECKS",NA,"58150",NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201931659349300953","371413467","TPAA FOUNDATION","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201931659349300953_public.xml","EAST ASIA AND THE PACIFIC","SCHOLARSHIPS & ASSIST WITH THE PURCHASE OF MEDICAL EQUIPMENT","CHECKS",NA,"105000",NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201931659349300953","371413467","TPAA FOUNDATION","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201931659349300953_public.xml","EAST ASIA AND THE PACIFIC","SCHOLARSHIPS AND ASSIST WITH THE PURCHASE OF MEDICAL EQUIPMENT.","CHECKS",NA,"46247",NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201931659349300953","371413467","TPAA FOUNDATION","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201931659349300953_public.xml","EAST ASIA AND THE PACIFIC","SCHOLARSHIPS AND ASSIST WITH THE PURCHASE OF MEDICAL EQUIPMENT.","CHECKS",NA,"41700",NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201931659349300953","371413467","TPAA FOUNDATION","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201931659349300953_public.xml","EAST ASIA AND THE PACIFIC","ASSIST WITH THE PURCHASE OF MEDICAL EQUIPMENT.","CHECKS",NA,"12500",NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201931659349300953","371413467","TPAA FOUNDATION","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201931659349300953_public.xml","EAST ASIA AND THE PACIFIC","ASSIST WITH THE PURCHASE OF MEDICAL EQUIPMENT.","CHECKS",NA,"8000",NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201903049349301660","510181215","ISRAEL CANCER RESEARCH FUND INC","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201903049349301660_public.xml","MIDDLE EAST AND NORTH AFRICA","CANCER RESEARCH","CHECK",NA,"305000",NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201903049349301660","510181215","ISRAEL CANCER RESEARCH FUND INC","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201903049349301660_public.xml","MIDDLE EAST AND NORTH AFRICA","CANCER RESEARCH","CHECK",NA,"120000",NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201903049349301660","510181215","ISRAEL CANCER RESEARCH FUND INC","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201903049349301660_public.xml","MIDDLE EAST AND NORTH AFRICA","CANCER RESEARCH","CHECK",NA,"220000",NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201903049349301660","510181215","ISRAEL CANCER RESEARCH FUND INC","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201903049349301660_public.xml","NORTH AMERICA","CANCER RESEARCH","CHECK",NA,"30000",NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201903049349301660","510181215","ISRAEL CANCER RESEARCH FUND INC","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201903049349301660_public.xml","MIDDLE EAST AND NORTH AFRICA","CANCER RESEARCH","CHECK",NA,"966666",NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201903049349301660","510181215","ISRAEL CANCER RESEARCH FUND INC","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201903049349301660_public.xml","MIDDLE EAST AND NORTH AFRICA","CANCER RESEARCH","CHECK",NA,"50000",NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201903049349301660","510181215","ISRAEL CANCER RESEARCH FUND INC","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201903049349301660_public.xml","MIDDLE EAST AND NORTH AFRICA","CANCER RESEARCH","CHECK",NA,"140000",NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201903049349301660","510181215","ISRAEL CANCER RESEARCH FUND INC","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201903049349301660_public.xml","MIDDLE EAST AND NORTH AFRICA","CANCER RESEARCH","CHECK",NA,"175000",NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201903049349301660","510181215","ISRAEL CANCER RESEARCH FUND INC","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201903049349301660_public.xml","MIDDLE EAST AND NORTH AFRICA","CANCER RESEARCH","CHECK",NA,"45000",NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201903049349301660","510181215","ISRAEL CANCER RESEARCH FUND INC","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201903049349301660_public.xml","MIDDLE EAST AND NORTH AFRICA","CANCER RESEARCH","CHECK",NA,"397500",NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201903049349301660","510181215","ISRAEL CANCER RESEARCH FUND INC","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201903049349301660_public.xml","MIDDLE EAST AND NORTH AFRICA","CANCER RESEARCH","CHECK",NA,"415000",NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201903049349301660","510181215","ISRAEL CANCER RESEARCH FUND INC","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201903049349301660_public.xml","MIDDLE EAST AND NORTH AFRICA","CANCER RESEARCH","CHECK",NA,"50000",NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201903049349301660","510181215","ISRAEL CANCER RESEARCH FUND INC","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201903049349301660_public.xml","MIDDLE EAST AND NORTH AFRICA","CANCER RESEARCH","CHECK",NA,"75000",NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201933179349309208","800561261","PIPELINE WORLDWIDE","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201933179349309208_public.xml","Sub-Saharan Africa","Construction of housing","CASH",NA,"25619",NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201933179349309208","800561261","PIPELINE WORLDWIDE","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201933179349309208_public.xml","Sub-Saharan Africa","Construction of medical facilities","CASH",NA,"62014",NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201933179349309208","800561261","PIPELINE WORLDWIDE","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201933179349309208_public.xml","Sub-Saharan Africa","Supplemental cancer treatments","CASH",NA,"14333",NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201933179349309208","800561261","PIPELINE WORLDWIDE","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201933179349309208_public.xml","Sub-Saharan Africa","Van supplied to orphanage","CASH",NA,"14280",NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201933179349309208","800561261","PIPELINE WORLDWIDE","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201933179349309208_public.xml","Sub-Saharan Africa","Medical care",NA,"FMV",NA,"50000","Ultrasound machine"
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201933179349309208","800561261","PIPELINE WORLDWIDE","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201933179349309208_public.xml","Sub-Saharan Africa","Reconciliation and social assistance","CASH",NA,"2430",NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201932469349300343","300552847","HESHIMA ASSOCIATION","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201932469349300343_public.xml","SUB-SAHARAN AFRICA - ANGOLA, BENIN, BOTSWANA, BURKINA FASO,","SPECIAL PROGRAMS FOR SPECIAL NEEDS CHILDREN IN KENYA","WIRE",NA,"691390",NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201913189349306376","136059784","HALCYON FOUNDATION","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201913189349306376_public.xml","EUROPE","TO SUPPORT THE AMERICAN MUSEUM IN BRITAIN.",NA,NA,"87020",NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201942829349301414","521525012","THE JOHN HENRY NEWMAN FOUNDATION","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201942829349301414_public.xml",NA,"EDUCATION & RESEARCH","CHECK",NA,"139108",NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201903089349302105","541650477","INTERNET SOCIETY","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201903089349302105_public.xml","CENTRAL AMERICA AND THE CARIBBEAN","BEYOND THE NET","EFT OR WIRE",NA,"8500",NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201903089349302105","541650477","INTERNET SOCIETY","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201903089349302105_public.xml","CENTRAL AMERICA AND THE CARIBBEAN","BEYOND THE NET","EFT OR WIRE",NA,"6500",NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201903089349302105","541650477","INTERNET SOCIETY","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201903089349302105_public.xml","EAST ASIA AND THE PACIFIC","BEYOND THE NET","EFT OR WIRE",NA,"8500",NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201903089349302105","541650477","INTERNET SOCIETY","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201903089349302105_public.xml","EAST ASIA AND THE PACIFIC","SPONSORSHIP","EFT OR WIRE",NA,"6190",NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201903089349302105","541650477","INTERNET SOCIETY","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201903089349302105_public.xml","EUROPE (INCLUDING ICELAND & GREENLAND)","BEYOND THE NET","EFT OR WIRE",NA,"11500",NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201903089349302105","541650477","INTERNET SOCIETY","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201903089349302105_public.xml","EUROPE (INCLUDING ICELAND & GREENLAND)","SPONSORSHIP","EFT OR WIRE",NA,"12000",NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201903089349302105","541650477","INTERNET SOCIETY","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201903089349302105_public.xml","EUROPE (INCLUDING ICELAND & GREENLAND)","SPONSORSHIP","EFT OR WIRE",NA,"14999",NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201903089349302105","541650477","INTERNET SOCIETY","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201903089349302105_public.xml","EUROPE (INCLUDING ICELAND & GREENLAND)","SPONSORSHIP","EFT OR WIRE",NA,"31103",NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201903089349302105","541650477","INTERNET SOCIETY","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201903089349302105_public.xml","EUROPE (INCLUDING ICELAND & GREENLAND)","BEYOND THE NET","EFT OR WIRE",NA,"6000",NA,NA
