"OBJECT_ID","EIN","NAME","TAXYR","FORMTYPE","URL","SH_05_NON_HOSPITAL_FACILITY_TYPE","SH_05_NON_HOSPITAL_NAME_L1","SH_05_NON_HOSPITAL_ADDR_L1","SH_05_NON_HOSPITAL_ADDR_CITY","SH_05_NON_HOSPITAL_ADDR_STATE","SH_05_NON_HOSPITAL_ADDR_ZIP","SH_05_NON_HOSPITAL_ADDR_L2","SH_05_NON_HOSPITAL_NAME_L2"
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201933189349310178","370661223","METHODIST MEDICAL CENTER OF ILLINOIS","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201933189349310178_public.xml","PHYSICAN OFFICES","21 - UPHM ON SOUTH JEFFERSON","2127 SE JEFFERSON","PEORIA","IL","61605",NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201933189349310178","370661223","METHODIST MEDICAL CENTER OF ILLINOIS","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201933189349310178_public.xml","PHYSICAN OFFICES","22 - UPHM CARDIOLOGY","765 KELLOGG STREET","GALESBURG","IL","61401",NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201933189349310178","370661223","METHODIST MEDICAL CENTER OF ILLINOIS","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201933189349310178_public.xml","OUTPATIENT RADIATION THERAPY","23 - CENTRAL ILLINOIS CANCER CARE CENTER","7309 N KNOXVILLE AVE","PEORIA","IL","61614",NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201933189349310178","370661223","METHODIST MEDICAL CENTER OF ILLINOIS","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201933189349310178_public.xml","ENDOSCOPY SERVICES","24 - CENTRAL ILLINOIS ENDOSCOPY CENTER","1001 MAIN ST SUITE 500B","PEORIA","IL","61606",NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201933189349310178","370661223","METHODIST MEDICAL CENTER OF ILLINOIS","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201933189349310178_public.xml","OCCUPATIONAL MEDICINE","25 - ILLINOIS WORK INJURY RESOURCE CENTER","736 SW WASHINGTON ST SUITE 2","PEORIA","IL","61602",NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201933189349310178","370661223","METHODIST MEDICAL CENTER OF ILLINOIS","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201933189349310178_public.xml","PHYSICIAN OFFICES; REHABILITATION","26 - UPHM AT WASHINGTON","205 CUMMINGS LANE","WASHINGTON","IL","61571",NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201933189349310178","370661223","METHODIST MEDICAL CENTER OF ILLINOIS","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201933189349310178_public.xml","REHABILITATION","27 - REHABILITATION THERAPY SERVICES","2988 COURT STREET","PEKIN","IL","61554",NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201933189349310178","370661223","METHODIST MEDICAL CENTER OF ILLINOIS","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201933189349310178_public.xml","METHODIST COLLEGE OF NURSING","28 - METHODIST COLLEGE-UNITYPOINT HEALTH","7600 N ACADEMIC DR","PEORIA","IL","61615",NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202001939349300225","810224734","BEARTOOTH BILLINGS CLINIC","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202001939349300225_public.xml","PHYSICAL THERAPY","JOLIET PHYSICAL THERAPY","209 EAST FRONT STREET","JOLIET","MT","59041",NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202020719349300402","582513901","CHATUGE REGIONAL HOSPITAL INC","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202020719349300402_public.xml","SKILLED NURSING","CHATUGE REGIONAL NURSING HOME","386 BELAIRE DRIVE","HIAWASSEE","GA","30546",NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202020719349300402","582513901","CHATUGE REGIONAL HOSPITAL INC","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202020719349300402_public.xml","FAMILY CLINIC","HAYESVILLE FAMILY PRACTICE","450 HIGHWAY 64 BUSINESS","HAYESVILLE","NC","28904","SUITE 4",NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202020719349300402","582513901","CHATUGE REGIONAL HOSPITAL INC","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202020719349300402_public.xml","PHYSICIAN CLINIC","UNION GENERAL AT SUCHES","56 FIREWATER LANE","SUCHES","GA","30572",NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202020719349300402","582513901","CHATUGE REGIONAL HOSPITAL INC","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202020719349300402_public.xml","PHYSICIAN CLINIC","UNION GENERAL AT YOUNG HARRIS","1155 MAIN STREET","YOUNG HARRIS","GA","30582",NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201943159349303809","202401676","COMMUNITY HOSPITAL OF LAGRANGE COUNTY","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201943159349303809_public.xml","AMBULANCE SERVICE","1 - PARKVIEW LAGRANGE EMS - CENTRAL","0982 N 00 EW","LAGRANGE","IN","46761",NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201943159349303809","202401676","COMMUNITY HOSPITAL OF LAGRANGE COUNTY","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201943159349303809_public.xml","AMBULANCE SERVICE","2 - PARKVIEW LAGRANGE EMS - WEST","8175 W US 20","SHIPSHEWANA","IN","46565",NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202021969349305537","940545320","HEBREW HOME FOR AGED DISABLED","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202021969349305537_public.xml","SKILLED NURSING FACILITY AND REHABILITATION CENTER","1 - HEBREW HOME FOR AGED DISABLED","302 SILVER AVENUE","SAN FRANCISCO","CA","94112",NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202011349349301601","581737573","Saint Thomas Hickman Hospital","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202011349349301601_public.xml","Intermediate Care Nursing Home","Hickman Community Nursing Home","135 East Swan St","Centerville","TN","370331417",NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202011349349301601","581737573","Saint Thomas Hickman Hospital","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202011349349301601_public.xml","Rural Health Clinic","Hickman Medical Clinic Centerville","135 East Swan St","Centerville","TN","370331417",NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202041539349302354","930579722","SALEM HEALTH","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202041539349302354_public.xml","REHABILITATION","REHABILITATION CENTER","755 MISSION ST SE","SALEM","OR","97302",NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202041539349302354","930579722","SALEM HEALTH","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202041539349302354_public.xml","LABORATORY SERVICES","LABORATORY PHILEBOTOMY SITE - HOPE","1600 STATE ST","SALEM","OR","97301",NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202041539349302354","930579722","SALEM HEALTH","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202041539349302354_public.xml","PAIN MANAGEMENT","COMPREHENSIVE PAIN CENTER","875 OAK STREET","SALEM","OR","97302",NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202041539349302354","930579722","SALEM HEALTH","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202041539349302354_public.xml","LABORATORY SERVICES","REGIONAL LABORATORY","3300 STATE ST","SALEM","OR","97301",NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202041539349302354","930579722","SALEM HEALTH","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202041539349302354_public.xml","CLINIC","SALEM HEALTH MEDICAL CLINIC - KEIZER","550 DEITZ AVE NE","KEIZER","OR","97303",NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202041539349302354","930579722","SALEM HEALTH","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202041539349302354_public.xml","CLINIC","SALEM HEALTH MEDICAL CLINIC - S SALEM","2925 RIVER RD S","SALEM","OR","97302",NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202041539349302354","930579722","SALEM HEALTH","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202041539349302354_public.xml","CLINIC","SALEM HEALTH MEDICAL CLINIC - SALEM","966 12TH STREET SE","SALEM","OR","97301",NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202041539349302354","930579722","SALEM HEALTH","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202041539349302354_public.xml","CLINIC","SALEM HEALTH MEDICAL CLINIC - W SALEM","1049 EDGEWATER ST NW SUITE 150","SALEM","OR","97304",NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202031929349301643","470379836","Saint Elizabeth Regional Medical Center","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202031929349301643_public.xml","Ambulatory surgical center","Nebraska Surgery Center LLC","625 South 70th Street","Lincoln","NE","68510",NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202001919349302160","362256036","Rehabilitation Institute of Chicago","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202001919349302160_public.xml","Day Rehabilitation & Outpatient Rehabilitation","SRAlab Burr Ridge OP & DayRehab Ctr","7600 County Line Road","Burr Ridge","IL","60527",NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202001919349302160","362256036","Rehabilitation Institute of Chicago","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202001919349302160_public.xml","Day Rehabilitation","Streeterville DayRehab Center","345 E Superior","Chicago","IL","60611",NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202001919349302160","362256036","Rehabilitation Institute of Chicago","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202001919349302160_public.xml","Day Rehabilitation & Physician Practice","SRAlab Homewood - DayRehab Center","1055 W 175th Street Suite 101","Homewood","IL","60430",NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202001919349302160","362256036","Rehabilitation Institute of Chicago","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202001919349302160_public.xml","Day Rehabilitation","SRALAB Wheeling DayRehab Center","5150 Capitol Drive","Wheeling","IL","60090",NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202001919349302160","362256036","Rehabilitation Institute of Chicago","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202001919349302160_public.xml","Outpatient Rehabilitation, Day Rehabilitation & Physician Practice","Glenview Pediatric & DayRehab Center","2591 Compass Road Suite 100","Glenview","IL","60026",NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202001919349302160","362256036","Rehabilitation Institute of Chicago","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202001919349302160_public.xml","Day Rehabilitation & Physician Practice","SRAlab Pain Management Center","345 E Superior","Chicago","IL","60611",NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202001919349302160","362256036","Rehabilitation Institute of Chicago","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202001919349302160_public.xml","Outpatient Rehabilitation & Physician Practice","SRAlab Northbrook OP Ctr (annex)","900 N Skokie Blvd","Northbrook","IL","60062",NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202001919349302160","362256036","Rehabilitation Institute of Chicago","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202001919349302160_public.xml","Physician Practice","AMITA Health Alexian Bros Elk Grove","935 Beisner Road","Elk Grove Village","IL","60007",NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202001919349302160","362256036","Rehabilitation Institute of Chicago","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202001919349302160_public.xml","Outpatient Rehabilitation & Physician Practice","SRAlab River Forest OP & DayRehab Ctr","420 Thatcher Avenue","Chicago","IL","60355",NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201922119349301047","820207116","Bonner General Hospital Inc","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201922119349301047_public.xml","Hospice Agency","1 - Hospice Agency","602 N 3rd Ave","Sandpoint","ID","83864",NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201922119349301047","820207116","Bonner General Hospital Inc","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201922119349301047_public.xml","Urgent Care Physician Clinic","2 - Immediate Care Physician Clinic","400 Schweitzer Plaza Drive Suite 1","Ponderay","ID","83852",NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201922119349301047","820207116","Bonner General Hospital Inc","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201922119349301047_public.xml","Home Health Agency","3 - Home Health Agency","602 N 3rd Ave","Sandpoint","ID","83864",NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201943089349301354","480684878","Southwest Medical Center","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201943089349301354_public.xml","Family practice","1 - Family Practice","555 W 15th Street","Liberal","KS","67901",NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201943089349301354","480684878","Southwest Medical Center","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201943089349301354_public.xml","General Surgery/Urology","2 - General SurgeryUrology Clinic","305 W 15th Street Suite 204","Liberal","KS","67901",NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201943089349301354","480684878","Southwest Medical Center","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201943089349301354_public.xml","OB/GYN Services","3 - Women's Specialty Center of Liberal KS","305 W 15th Street Suite 104","Liberal","KS","67901",NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201943089349301354","480684878","Southwest Medical Center","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201943089349301354_public.xml","Orthopedics","4 - Orthopedic & Sports Medicine","305 W 15th Street Suite 101","Liberal","KS","67901",NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201943089349301354","480684878","Southwest Medical Center","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201943089349301354_public.xml","Sleep Studies","5 - Sleep Disorders Laboratory","101 E 11th Street","Liberal","KS","67901",NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201943089349301354","480684878","Southwest Medical Center","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201943089349301354_public.xml","OB/GYN Services","6 - Women's Specialty Center of Guymon","421 Medical Drive","Guymon","OK","73942",NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202031979349302518","520795508","APPALACHIAN REGIONAL HEALTHCARE","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202031979349302518_public.xml","PSYCH","1 - BECKLEY ARH BEHAVIORAL SCIENCES CENTER","306 STANAFORD ROAD","BECKLEY","WV","25801",NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202031979349302518","520795508","APPALACHIAN REGIONAL HEALTHCARE","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202031979349302518_public.xml","PSYCH","2 - HARLAN ARH HOSPITAL PSYCHIATRIC SERVICE","81 BALL PARK ROAD","HARLAN","KY","40831",NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202031979349302518","520795508","APPALACHIAN REGIONAL HEALTHCARE","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202031979349302518_public.xml","PSYCH","3 - ARH PSYCHIATRIC CENTER-HAZARD","102 MEDICAL CENTER DRIVE","HAZARD","KY","41701",NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202031979349302518","520795508","APPALACHIAN REGIONAL HEALTHCARE","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202031979349302518_public.xml","CLINIC","4 - ARH HAZARD FAMILY HEALTH SERVICES","200 MEDICAL CENTER DRIVE","HAZARD","KY","417019466",NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202031979349302518","520795508","APPALACHIAN REGIONAL HEALTHCARE","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202031979349302518_public.xml","RURAL HEALTH CLINIC","5 - ARH HARLAN MEDICAL ASSOCIATES","37 BALL PARK ROAD","HARLAN","KY","408311701",NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202031979349302518","520795508","APPALACHIAN REGIONAL HEALTHCARE","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202031979349302518_public.xml","CLINIC","6 - ARH WHITESBURG SURGICAL CLINIC","214 HOSPITAL ROAD STE A","WHITESBURG","KY","418587627",NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202031979349302518","520795508","APPALACHIAN REGIONAL HEALTHCARE","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202031979349302518_public.xml","RURAL HEALTH CLINIC","7 - ARH TUG VALLEY MEDICAL ASSOCIATES","306 HOSPITAL DRIVE","SOUTH WILLIAMSON","KY","415034095",NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202031979349302518","520795508","APPALACHIAN REGIONAL HEALTHCARE","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202031979349302518_public.xml","CLINIC","8 - ARH MIDDLESBORO INTERNAL MEDICINE","3004 CUMBERLAND AVE SUITE 3","MIDDLESBORO","KY","409652343",NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202031979349302518","520795508","APPALACHIAN REGIONAL HEALTHCARE","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202031979349302518_public.xml","RURAL HEALTH CLINIC","9 - ARH WHITSBURG CLINIC","214 HOSPITAL ROAD","WHITESBURG","KY","418587627",NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202031979349302518","520795508","APPALACHIAN REGIONAL HEALTHCARE","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202031979349302518_public.xml","PHARMACY","10 - HAZARD ARH REGIONAL MEDICAL CENTER CLINI","200 MEDICAL CENTER DRIVE","HAZARD","KY","41701",NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202031979349302518","520795508","APPALACHIAN REGIONAL HEALTHCARE","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202031979349302518_public.xml","PHARMACY","11 - HARLAN ARH OUTPATIENT PHARMACY","37 BALL PARK ROAD","HARLAN","KY","40831",NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202031979349302518","520795508","APPALACHIAN REGIONAL HEALTHCARE","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202031979349302518_public.xml","HOME HEALTH","12 - HAZARD ARH HOME HEALTH AGENCY","100 AIRPORT GARDENS ROAD","HAZARD","KY","41701",NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202031979349302518","520795508","APPALACHIAN REGIONAL HEALTHCARE","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202031979349302518_public.xml","PRIMARY CARE CLINIC","13 - ARH WOMEN'S AND FAMILY HEALTH CARE HARLA","37 BALL PARK ROAD SUITE 201","HARLAN","KY","408311701",NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202031979349302518","520795508","APPALACHIAN REGIONAL HEALTHCARE","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202031979349302518_public.xml","PHARMACY","14 - ARH COMMUNITY PHARMACY","210 BLACK GOLD BLVD SUITE 104","HAZARD","KY","41701",NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202031979349302518","520795508","APPALACHIAN REGIONAL HEALTHCARE","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202031979349302518_public.xml","HOME HEALTH CARE","15 - ARH HAZARD HOMECARE STORE","200 MEDICAL CENTER DRIVE","HAZARD","KY","41701",NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202031979349302518","520795508","APPALACHIAN REGIONAL HEALTHCARE","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202031979349302518_public.xml","HOME HEALTH CARE","16 - ARH WILLIAMSON HOMECARE STORE","306 HOSPITAL DRIVE SUITE 104A","SOUTH WILLIAMSON","KY","41503",NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202031979349302518","520795508","APPALACHIAN REGIONAL HEALTHCARE","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202031979349302518_public.xml","HOME HEALTH CARE","17 - ARH MAN HOMECARE STORE","ROUTE 99 BUFFALO CREEK ROAD","KISTLER","WV","25628",NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202031979349302518","520795508","APPALACHIAN REGIONAL HEALTHCARE","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202031979349302518_public.xml","HOME HEALTH CARE","18 - ARH HARLAN HOMECARE STORE","106 RAILROAD STREET SUITE 5","HARLAN","KY","40831",NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202031979349302518","520795508","APPALACHIAN REGIONAL HEALTHCARE","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202031979349302518_public.xml","PHARMACY","19 - ARH PRESCRIPTION DIVISION","306 HOSPITAL DRIVE SUITE 105","SOUTH WILLIAMSON","KY","41503",NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202031979349302518","520795508","APPALACHIAN REGIONAL HEALTHCARE","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202031979349302518_public.xml","HOME HEALTH","20 - WHITESBURG ARH HOME HEALTH AGENCY","240 HOSPITAL ROAD","WHITESBURG","KY","41858",NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202031979349302518","520795508","APPALACHIAN REGIONAL HEALTHCARE","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202031979349302518_public.xml","RURAL HEALTH CLINIC","21 - ARH MORGAN COUNTY CLINIC","476 LIBERTY ROAD","WEST LIBERTY","KY","414720579",NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202031979349302518","520795508","APPALACHIAN REGIONAL HEALTHCARE","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202031979349302518_public.xml","HOME HEALTH","22 - BECKLEY ARH HOME HEALTH AGENCY","306 STANAFORD ROAD","BECKLEY","WV","25801",NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202031979349302518","520795508","APPALACHIAN REGIONAL HEALTHCARE","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202031979349302518_public.xml","HOME HEALTH","23 - MORGAN COUNTY ARH HOME HEALTH AGENCY","493 MAIN STREET","EST LIBERTY","KY","41472",NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202031979349302518","520795508","APPALACHIAN REGIONAL HEALTHCARE","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202031979349302518_public.xml","PRIMARY CARE CLINIC","24 - ARH WOMEN'S AND FAMILY HEALTH CARE - TUG","26901 US HIGHWAY 119N","BELFRY","KY","415147520",NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202031979349302518","520795508","APPALACHIAN REGIONAL HEALTHCARE","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202031979349302518_public.xml","RURAL HEALTH CLINIC","25 - ARH TRI-CITY MEDICAL CENTER","18880 NORTH US 119","CUMBERLAND","KY","408238106",NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202031979349302518","520795508","APPALACHIAN REGIONAL HEALTHCARE","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202031979349302518_public.xml","PHARMACY","26 - BECKLEY ARH PHARMACY","250 STANAFORD ROAD","BECKLEY","WV","25801",NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202031979349302518","520795508","APPALACHIAN REGIONAL HEALTHCARE","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202031979349302518_public.xml","HOME HEALTH","27 - MCDOWELL ARH HOME HEALTH AGENCY","8535 KY RT 122","MINNE","KY","41651",NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202031979349302518","520795508","APPALACHIAN REGIONAL HEALTHCARE","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202031979349302518_public.xml","HOME HEALTH","28 - HARLAN ARH HOME HEALTH AGENCY","81 BALL PARK ROAD","HARLAN","KY","40831",NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202031979349302518","520795508","APPALACHIAN REGIONAL HEALTHCARE","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202031979349302518_public.xml","RURAL HEALTH CLINIC","29 - ARH SUMMERS COUNTY RURAL HEALTH CLINIC","1500 TERRACE STREET","HINTON","WV","259510940",NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202031979349302518","520795508","APPALACHIAN REGIONAL HEALTHCARE","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202031979349302518_public.xml","LAB","30 - ARH REFERENCE LABORATORY","100 MEDICAL CENTER DRIVE","HAZARD","KY","41701",NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202031979349302518","520795508","APPALACHIAN REGIONAL HEALTHCARE","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202031979349302518_public.xml","HOME HEALTH CARE","31 - ARH BECKLEY HOMECARE STORE","260 STANAFORD ROAD","BECKLEY","WV","25801",NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202031979349302518","520795508","APPALACHIAN REGIONAL HEALTHCARE","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202031979349302518_public.xml","PHARMACY","32 - MORGAN COUNTY ARH PHARMACY","476 LIBERTY ROAD","WEST LIBERTY","KY","41472",NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202031979349302518","520795508","APPALACHIAN REGIONAL HEALTHCARE","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202031979349302518_public.xml","HOME HEALTH","33 - WILLIAMSON ARH HOME HEALTH AGENCY","160 HOSPITAL DRIVE","SOUTH WILLIAMSON","KY","41503",NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202031979349302518","520795508","APPALACHIAN REGIONAL HEALTHCARE","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202031979349302518_public.xml","HOME HEALTH","34 - PIKEVILLE BRANCH-ARH PIKE CO HOME HEALT","247 SOUTH MAYO TRAIL","PIKEVILLE","KY","41502",NA,NA
