"OBJECT_ID","EIN","NAME","TAXYR","FORMTYPE","URL","SN_01_LTD_ASSET_DIST_DESC","SN_01_LTD_ASSET_DIST_DATE","SN_01_LTD_ASSET_DIST_FMV","SN_01_LTD_ASSET_DIST_FMV_METHOD","SN_01_LTD_RECIP_NAME_PERS","SN_01_LTD_RECIP_EIN","SN_01_LTD_RECIP_IRC_SECTION","SN_01_LTD_RECIP_ADDR_L1","SN_01_LTD_RECIP_ADDR_CITY","SN_01_LTD_RECIP_ADDR_STATE","SN_01_LTD_RECIP_ADDR_ZIP","SN_01_LTD_RECIP_NAME_ORG_L1","LiquidationOfAssetsTableGrp","DirectorOfSuccessor2Ind","EmployeeOfSuccessor2Ind","OwnerOfSuccessor2Ind","ReceiveCompensation2Ind","AssetsDistributedInd","RequiredToNotifyAGInd","AttorneyGeneralNotifiedInd","LiabilitiesPaidInd","BondsOutstandingInd","BondLiabilitiesDischargedInd","DirectorOfSuccessorInd","EmployeeOfSuccessorInd","OwnerOfSuccessorInd","ReceiveCompensationInd","SN_01_LTD_RECIP_ADDR_L2","SN_01_LTD_RECIP_ADDR_CNTR","SN_01_LTD_RECIP_NAME_ORG_L2"
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201931849349300408","954801312","Franklin Cool Springs Corporation","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201931849349300408_public.xml","Net Assets","2019-04-22","5913","Fair Market Value",NA,"956193238","401(a)","348 W Hospitality Lane 3rd Floor","San Bernadino","CA","92415","San Bernadino County Employees' Retirement Association",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201941289349300429","521978549","REPUBLICAN MAJORITY FOR CHOICE","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201941289349300429_public.xml","CEASED OPERATIONS NO ASSETS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201901309349200445","262994701","FARIBAULT CO REGIONAL DEVELOPMENT CORP","2018","990EZ","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201901309349200445_public.xml","CASH","2018-05-08","75812","CASH VALUE",NA,"411866487","GOVERNMENT AGENCY","315 E 6TH ST","BLUE EARTH","MN","56013",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201901309349200445","262994701","FARIBAULT CO REGIONAL DEVELOPMENT CORP","2018","990EZ","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201901309349200445_public.xml","CASH","2018-05-08","75811","CASH VALUE",NA,"411738058","GOVERNMENT AGENCY","600 11TH ST SW","WELLS","MN","56097",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201901309349200445","262994701","FARIBAULT CO REGIONAL DEVELOPMENT CORP","2018","990EZ","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201901309349200445_public.xml","COMPUTER, PRINTER, COPIER","2018-05-08","4222","NET BOOK VALUE",NA,NA,"GOVERNMENT AGENCY","125 W 6TH ST","BLUE EARTH","MN","56013",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201901919349300540","208009379","WATER FOR LIFE AND LIVELIHOOD","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201901919349300540_public.xml","PROGRAM EXPENSES","2018-12-28","43462","ACTUAL","CHRISTIAN MISSIONARY FELLOWSHIP","362406657",NA,"PO BOX 501020","INDIANAPOLIS","IN","46250",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201913189349304941","474571004","2 LIVE BEYOND INC","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201913189349304941_public.xml","CASH","2018-12-31","16614","CASH DISTRIBUTION",NA,"570909189","501(C)(3)","704 21ST AVENUE N","MYRTLE BEACH","SC","29577","SOS HEALTH CARE INC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201920779349300417","943272657","Transpacific Stabilization Agreement","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201920779349300417_public.xml","Fund balance","2018-12-31","365922",NA,NA,"943152370","501(c)(6)","1990 N California Blvd Ste 843","Walnut Creek","CA","94596","Transpacific Carrier Services Inc",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202000719349200500","822655395","TOLL BROTHERS EMERGENCY ASSISTANCE","2018","990EZ","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202000719349200500_public.xml","CASH","2019-10-23","280",NA,NA,"522340031","501(C)(3)","555 11TH STREET NW STE 300","WASHINGTON","DC","20004","AMERICAN CANCER SOCIETY",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201911269349201211","113631106","NASSAU COUNTY FSGCS YOUTH ATHLETIC LEAGUE INC","2018","990EZ","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201911269349201211_public.xml","NO ASSETS","2018-12-31","0","0","NO ASSETS TO DISTRIBUTE",NA,"501(C) 3","955 OAKS DRIVE","FRANKLIN SQUARE","NY","11010",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201942889349201179","473249254","Green Wood Elite","2018","990EZ","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201942889349201179_public.xml","No Assets Any funds will go to pay legal fees to close it",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201943199349313109","205800012","ALLEGAN PROFESSIONAL HEALTH SERVICES","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201943199349313109_public.xml","NET ACCOUNTS RECEIVABLE","2018-08-01","631786","BOOK VALUE",NA,"381359180","501(C)(3)","555 LINN STREET","ALLEGAN","MI","49010","ALLEGAN GENERAL HOSPITAL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201943199349313109","205800012","ALLEGAN PROFESSIONAL HEALTH SERVICES","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201943199349313109_public.xml","INVESTMENTS","2018-08-01","203309","BOOK VALUE",NA,"381359180","501(C)(3)","555 LINN STREET","ALLEGAN","MI","49010","ALLEGAN GENERAL HOSPITAL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201943199349313109","205800012","ALLEGAN PROFESSIONAL HEALTH SERVICES","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201943199349313109_public.xml","PREPAIDS","2018-08-01","7494","BOOK VALUE",NA,"381359180","501(C)(3)","555 LINN STREET","ALLEGAN","MI","49010","ALLEGAN GENERAL HOSPITAL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201943199349313109","205800012","ALLEGAN PROFESSIONAL HEALTH SERVICES","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201943199349313109_public.xml","PROPERTY & EQUIPMENT NET","2018-08-01","259967","BOOK VALUE",NA,"381359180","501(C)(3)","555 LINN STREET","ALLEGAN","MI","49010","ALLEGAN GENERAL HOSPITAL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201943199349313109","205800012","ALLEGAN PROFESSIONAL HEALTH SERVICES","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201943199349313109_public.xml","RECEIVABLE AFFILIATE","2018-08-01","14239","BOOK VALUE",NA,"381359180","501(C)(3)","555 LINN STREET","ALLEGAN","MI","49010","ALLEGAN GENERAL HOSPITAL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201910939349200116","474502396","ORGANIZACION GRACIAS AMIGO","2018","990EZ","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201910939349200116_public.xml","MONEY","2018-05-01","4916",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202000429349200335","237123393","Subsidium Inc","2018","990EZ","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202000429349200335_public.xml","Cash donation to Memphis Oral School for the Deaf","2019-03-29","250000","Cash value",NA,"620757178","School for the deaf","7901 Poplar Avenue","Germantown","TN","38138","Memphis Oral School for the Deaf",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202000429349200335","237123393","Subsidium Inc","2018","990EZ","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202000429349200335_public.xml","Cash donation to Memphis Oral School for the Deaf","2019-05-31","20000","Cash value",NA,"620757178","School for the deaf","7901 Poplar Avenue","Germantown","TN","38138","Memphis Oral School for the Deaf",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201900709349200445","352415384","COMMUNITY SPORTS CENTER AND YMCA IN","2018","990EZ","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201900709349200445_public.xml","N/A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202020769349300027","050317817","RHODE ISLAND BLOOD CENTER","2019","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202020769349300027_public.xml","CASH AND CASH EQUIVALENTS","2019-04-30","4155255","BOOK VALUE",NA,"131949477","501(C)(3)","310 EAST 67TH STREET","NEW YORK","NY","10065","NEW YORK BLOOD CENTER",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202020769349300027","050317817","RHODE ISLAND BLOOD CENTER","2019","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202020769349300027_public.xml","INVESTMENTS","2019-04-30","9789148","BOOK VALUE",NA,"131949477","501(C)(3)","310 EAST 67TH STREET","NEW YORK","NY","10065","NEW YORK BLOOD CENTER",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202020769349300027","050317817","RHODE ISLAND BLOOD CENTER","2019","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202020769349300027_public.xml","ACCOUNTS RECEIVABLE","2019-04-30","8425655","BOOK VALUE",NA,"131949477","501(C)(3)","310 EAST 67TH STREET","NEW YORK","NY","10065","NEW YORK BLOOD CENTER",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202020769349300027","050317817","RHODE ISLAND BLOOD CENTER","2019","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202020769349300027_public.xml","INVENTORIES","2019-04-30","2233437","BOOK VALUE",NA,"131949477","501(C)(3)","310 EAST 67TH STREET","NEW YORK","NY","10065","NEW YORK BLOOD CENTER",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202020769349300027","050317817","RHODE ISLAND BLOOD CENTER","2019","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202020769349300027_public.xml","OTHER ASSETS","2019-04-30","1453486","BOOK VALUE",NA,"131949477","501(C)(3)","310 EAST 67TH STREET","NEW YORK","NY","10065","NEW YORK BLOOD CENTER",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202020769349300027","050317817","RHODE ISLAND BLOOD CENTER","2019","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202020769349300027_public.xml","LONG-TERM INVESTMENTS","2019-04-30","2998311","BOOK VALUE",NA,"131949477","501(C)(3)","310 EAST 67TH STREET","NEW YORK","NY","10065","NEW YORK BLOOD CENTER",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202020769349300027","050317817","RHODE ISLAND BLOOD CENTER","2019","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202020769349300027_public.xml","PROPERTY AND EQUIPMENT","2019-04-30","14933722","BOOK VALUE",NA,"131949477","501(C)(3)","310 EAST 67TH STREET","NEW YORK","NY","10065","NEW YORK BLOOD CENTER",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202022309349302967","161729616","ST PETER MANOR LLC","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202022309349302967_public.xml","FIXED ASSETS OF ST. PETER MANOR, LLC","2018-10-31","8500000","INDEPENDENT APPRAISAL",NA,"822846647","LIMITED PARTNER","1615 APPLING ROAD","CORDOVA","TN","38016","ST PETER MANOR LP",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201913199349313981","562647403","ACHIEVEMENT SERVICES INC","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201913199349313981_public.xml","THE ORGANIZATION IS DISSOLVING","2018-12-31",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201912779349200001","352409675","FINNFEST USA 2013 COMMITTEE INC","2018","990EZ","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201912779349200001_public.xml","CASH","2019-03-27","69264",NA,"FINLANDIA UNIVERSITY","381359570","501(C)3","601 QUINCY ST","HANCOCK","MI","49930",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201901349349201275","812202537","Progressive Accessible Living","2018","990EZ","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201901349349201275_public.xml","Termination",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201921279349200422","752302245","WESTWOOD MINISTRIES INC","2018","990EZ","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201921279349200422_public.xml","PROPERTY","2018-06-30","64575","FMV","THE SANCTUARY","742182442",NA,"2001 SINGING WIND DRIVE","KERRVILLE","TX","78028",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201942079349301164","550691983","WEST VIRGINIA BEHAVIORAL HEALTHCARE","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201942079349301164_public.xml","ACCOUNTING SERVICES",NA,"8053","HOURLY RATE",NA,"550621482","A.C.","707 VIRGINIA STREET E SUITE 400","CHARLESTON","WV","25301","GRAY GRIFFITH & MAYS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201942079349301164","550691983","WEST VIRGINIA BEHAVIORAL HEALTHCARE","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201942079349301164_public.xml","LEGAL SERVICES",NA,"8638","HOURLY RATE",NA,NA,"PLLC","707 VIRGINIA STREET E SUITE 1500","CHARLESTON","WV","25301","KAY CASTO & CHANEY",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201942079349301164","550691983","WEST VIRGINIA BEHAVIORAL HEALTHCARE","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201942079349301164_public.xml","ADMINISTRATION FEES",NA,"16978","FIXED FEE",NA,"550599095","501(C)(3)","405 CAPITOL STREET","CHARLESTON","WV","25301","WV BEHAVIORAL HEALTHCARE PROVIDERS ASSOCIATION",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201942079349301164","550691983","WEST VIRGINIA BEHAVIORAL HEALTHCARE","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201942079349301164_public.xml","FIDUCIARY LIABILITY COVERAGE",NA,"10967","FIXED COSTS",NA,NA,"CORPORATION","200 MACCORKLE AVE SE","CHARLESTON","WV","25314","COMMERCIAL INSURANCE SERVICES INC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201932639349200913","742126634","SIGMA KAPPA SORORITY ZETA NU CHAPTER","2018","990EZ","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201932639349200913_public.xml","CASH","2019-03-07","7823","FMV",NA,"010158948","501(C)(7)","695 PRO-MED LANE SUITE 300","CARMEL","IN","46032","SIGMA KAPPA SORORITY",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201901179349200110","204941241","Treasures of Truth Ministries Inc","2018","990EZ","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201901179349200110_public.xml","All Expenses Paid - No assets remained to distribute","2018-07-05","1","n/a",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201903369349200800","010461431","GREENE MEMORIAL POST 11032 VETERANS OF","2018","990EZ","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201903369349200800_public.xml","CASH CHECKING ACCOUNT","2019-10-05","5795",NA,NA,"010200646","501(C)(3)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201941309349301764","521524972","COMMUNICATIONS CONSORTIUM MEDIA CENTER","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201941309349301764_public.xml","BALANCE IN CHECKING ACCOUNT","2019-01-22","21287",NA,NA,"541426440","501(C)(3)","1600 WILSON BLVD SUITE 801","ARLINGTON","VA","22209","FEMINIST MAJORITY FOUNDATION",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202012599349300316","042791606","SHREWSBURY YOUTH HOCKEY ASSOCIATION","2019","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202012599349300316_public.xml","NET ASSETS OF THE ORGANIZATION","2019-10-31","61897","VALUATION OF ASSETS CONSISTING PRIMARILY OF CASH AND CASH EQUIVALENTS",NA,"463156075","501(C)3","32 GREENLAND ROAD","STERLING","MA","01564","CENTRAL MASS REVOLUTION YOUTH HOCKEY INC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201922539349200902","237061666","UNITED FOOD AND COMMERCIAL WORKERS","2018","990EZ","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201922539349200902_public.xml","CASH","2018-12-31","42038","FMV",NA,"273293248","501(C)5","266 HARDMAN AVENUE","SOUTH ST PAUL","MN","55075","UFCW LOCAL UNION 1189",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201922539349200902","237061666","UNITED FOOD AND COMMERCIAL WORKERS","2018","990EZ","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201922539349200902_public.xml","RED WING LABOR TEMPLE STOCK","2018-12-31","14750","COST",NA,"273293248","501(C)5","266 HARDMAN AVENUE","SOUTH ST PAUL","MN","55075","UFCW LOCAL UNION 1189",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201901569349200210","550753842","CHARLESTON GAZETTE MAIL CHARITIES","2018","990EZ","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201901569349200210_public.xml","CASH","2019-05-31","46198","CASH",NA,"556024430","501(C)(3)","1600 HUNTINGTON SQUARE 900 LEE ST","CHARLESTON","WV","25301","GREATER KANAWHA VALLEY FOUNDATION",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201933169349303233","452525629","MaineHealth Cardiology","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201933169349303233_public.xml","Short Term Due from Affiliates","2019-01-01","0","Book Value",NA,"010238552","501(c)3","22 Bramhall Street","Portland","ME","04102","MaineHealth",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201933169349303233","452525629","MaineHealth Cardiology","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201933169349303233_public.xml","Current Portion Due to Affiliates","2019-01-01","0","Book Value",NA,"010238552","501(c)3","22 Bramhall Street","Portland","ME","04102","MaineHealth",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201933169349303233","452525629","MaineHealth Cardiology","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201933169349303233_public.xml","Unrestricted Net Assets","2019-01-01","0","Book Value",NA,"010238552","501(c)3","22 Bramhall Street","Portland","ME","04102","MaineHealth",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201931349349202078","330812588","PET RESCUE CENTER INC","2018","990EZ","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201931349349202078_public.xml","BUILDING AND IMPROVEMENTS","2018-12-21","560000","APPRAISAL",NA,"263841119","501C3","44635 SAN RAFAEL AVE","PALM DESERT","CA","92260","LOVING ALL ANIMALS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202000669349300015","426231127","MILLWRIGHT LOCAL & TECHNICAL ENGINEERS","2019","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202000669349300015_public.xml","CASH","2019-10-31","56259","BOOK VALUE",NA,"366128101","501(C)5","1256 ESTES AVENUE","ELK GROVE VILLAGE","IL","60007","CHICAGO REGIONAL COUNCIL OF CARPENTERS APPRENTICE AND TRAINEE PROGRAM",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202000669349300015","426231127","MILLWRIGHT LOCAL & TECHNICAL ENGINEERS","2019","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202000669349300015_public.xml","INVESTMENTS - MUTUAL FUNDS, COMMON STOCKS, CASH AND CASH EQUIVALENTS","2019-10-31","684351","MARKET VALUE",NA,"366128101","501(C)5","1256 ESTES AVENUE","ELK GROVE VILLAGE","IL","60007","CHICAGO REGIONAL COUNCIL OF CARPENTERS APPRENTICE AND TRAINEE PROGRAM",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202000669349300015","426231127","MILLWRIGHT LOCAL & TECHNICAL ENGINEERS","2019","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202000669349300015_public.xml","PROPERTY AND EQUIPMENT - NET","2019-10-31","257108","COST VALUE, NET OF ACCUMULATED DEPRECIATION",NA,"366128101","501(C)5","1256 ESTES AVENUE","ELK GROVE VILLAGE","IL","60007","CHICAGO REGIONAL COUNCIL OF CARPENTERS APPRENTICE AND TRAINEE PROGRAM",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202000669349300015","426231127","MILLWRIGHT LOCAL & TECHNICAL ENGINEERS","2019","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202000669349300015_public.xml","NOTES PAYABLE","2019-10-31","-78311","ESTIMATE",NA,"366128101","501(C)5","1256 ESTES AVENUE","ELK GROVE VILLAGE","IL","60007","CHICAGO REGIONAL COUNCIL OF CARPENTERS APPRENTICE AND TRAINEE PROGRAM",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202000669349300015","426231127","MILLWRIGHT LOCAL & TECHNICAL ENGINEERS","2019","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202000669349300015_public.xml","AMOUNTS HELD FOR OTHERS","2019-10-31","-131","ESTIMATE",NA,"366128101","501(C)5","1256 ESTES AVENUE","ELK GROVE VILLAGE","IL","60007","CHICAGO REGIONAL COUNCIL OF CARPENTERS APPRENTICE AND TRAINEE PROGRAM",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
