"OBJECT_ID","EIN","NAME","TAXYR","FORMTYPE","URL","SR_01_DISREG_ENTITY_EIN","SR_01_DISREG_ENTITY_PRIMARY_ACT","SR_01_DISREG_ENTITY_DMCL_STATE","SR_01_DISREG_ENTITY_INCOME_TOT","SR_01_DISREG_ENTITY_ASSETS_EOY","SR_01_DISREG_ENTITY_NAME_L1","SR_01_DISREG_ENTITY_ADDR_L1","SR_01_DISREG_ENTITY_ADDR_CITY","SR_01_DISREG_ENTITY_ADDR_STATE","SR_01_DISREG_ENTITY_ADDR_ZIP","SR_01_DISREG_ENTITY_NAME_L1.1","SR_01_DISREG_ENTITY_CTRL_NA","SR_01_DISREG_ENTITY_DMCL_CNTR","SR_01_DISREG_ENTITY_ADDR_L2","SR_01_DISREG_ENTITY_ADDR_CNTR","SR_01_DISREG_ENTITY_NAME_L2"
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201932279349300528","770359848","CHARITIES HOUSING DEVELOPMENT CORP","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201932279349300528_public.xml","770359848","GENERAL PARTNER FOR SUNSET SQUARE, LP","CA","-4196","0","SUNSET CHARITIES LLC","1400 PARKMOOR AVENUE SUITE 190","SAN JOSE","CA","95126","CHARITIES HOUSING DEVELOPMENT CORP OF SANTA CLARA COUNTY",NA,NA,NA,NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201932279349300528","770359848","CHARITIES HOUSING DEVELOPMENT CORP","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201932279349300528_public.xml","770359848","PROVIDE HOUSING FOR LOW INCOME PERSONS","CA","0","0","WESTWWOD AMBASSADOR LLC","1400 PARKMOOR AVENUE SUITE 190","SAN JOSE","CA","95126","CHARITIES HOUSING DEVELOPMENT CORP OF SANTA CLARA COUNTY",NA,NA,NA,NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201921349349309052","824506840","SIGNAL TECHNOLOGY FOUNDATION","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201921349349309052_public.xml","824517054","SIGNAL MESSENGER TECHNOLOGY DEVELOPMENT/SUPPORT","DE","0","28068779","SIGNAL MESSENGER LLC","650 CASTRO STREET SUITE 120-223","MOUNTAIN VIEW","CA","94041","SIGNAL TECHNOLOGY FOUNDATION",NA,NA,NA,NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201941969349301309","061591253","BULL'S BRIDGE GOLF CLUB INC","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201941969349301309_public.xml",NA,"LIABILITY CO.","CT",NA,"0","SOUTH KENT CAPITAL LLC","71 BULLS BRIDGE ROAD","SOUTH KENT","CT","06785","THE CLUB",NA,NA,NA,NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201913119349301621","811106879","WINDSONG PARK INC","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201913119349301621_public.xml","814622460","ACQUISITION OF REAL PROPERTY FOR DEVELOPMENT OF PARK","FL","0","6964064","ROUNDHOUSE HOLDINGS LLC","415 S KENTUCKY AVENUE","LAKELAND","FL","33801","WINDSONG PARK INC",NA,NA,NA,NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201913119349301621","811106879","WINDSONG PARK INC","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201913119349301621_public.xml","814148156","ACQUISITION OF REAL PROPERTY","FL","0","3080621","LAKE WIRE DEVELOPMENT COMPANY LLC","415 S KENTUCKY AVENUE","LAKELAND","FL","33801","WINDSONG PARK INC",NA,NA,NA,NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201903159349303655","581836220","YOUNGSTOWN VOA INDEPENDENT HOUSING","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201903159349303655_public.xml","814333468","HOUSING","CO",NA,NA,"BRANDON FH MM LLC","1660 DUKE STREET","ALEXANDRIA","VA","22314",NA,"N/A",NA,NA,NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201903159349303655","581836220","YOUNGSTOWN VOA INDEPENDENT HOUSING","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201903159349303655_public.xml","831205592","HOUSING","CO",NA,NA,"CORONADO VOANS LLC","1660 DUKE STREET","ALEXANDRIA","VA","22314",NA,"N/A",NA,NA,NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201903159349303655","581836220","YOUNGSTOWN VOA INDEPENDENT HOUSING","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201903159349303655_public.xml","833880414","HOUSING","CO",NA,NA,"CORONADO-VOANS-CDT JV LLC","1660 DUKE STREET","ALEXANDRIA","VA","22314",NA,"N/A",NA,NA,NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201903159349303655","581836220","YOUNGSTOWN VOA INDEPENDENT HOUSING","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201903159349303655_public.xml",NA,"HOUSING","CO",NA,NA,"CDT CORONADO GP LLC","1660 DUKE STREET","ALEXANDRIA","VA","22314",NA,"N/A",NA,NA,NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201903159349303655","581836220","YOUNGSTOWN VOA INDEPENDENT HOUSING","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201903159349303655_public.xml","943448768","HOUSING","MA",NA,NA,"ESSEX STREET COMMERICAL LLC","1660 DUKE STREET","ALEXANDRIA","VA","22314",NA,"N/A",NA,NA,NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201903159349303655","581836220","YOUNGSTOWN VOA INDEPENDENT HOUSING","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201903159349303655_public.xml","822802682","HOUSING","AK",NA,NA,"INTREPID VOA LLC","1660 DUKE STREET","ALEXANDRIA","VA","22314",NA,"N/A",NA,NA,NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201903159349303655","581836220","YOUNGSTOWN VOA INDEPENDENT HOUSING","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201903159349303655_public.xml","412002001","HEALTHCARE","MN",NA,NA,"ORONO SENIOR HOUSING LLC","7530 MARKET PLACE DRIVE","EDEN PRAIRIE","MN","55344",NA,"N/A",NA,NA,NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201903159349303655","581836220","YOUNGSTOWN VOA INDEPENDENT HOUSING","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201903159349303655_public.xml","300942538","HOUSING","CO",NA,NA,"SUMMIT MM LLC","1660 DUKE STREET","ALEXANDRIA","VA","22314",NA,"N/A",NA,NA,NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201903159349303655","581836220","YOUNGSTOWN VOA INDEPENDENT HOUSING","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201903159349303655_public.xml","812870564","HOUSING","CO",NA,NA,"SUMMIT VOANS LLC","1660 DUKE STREET","ALEXANDRIA","VA","22314",NA,"N/A",NA,NA,NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201903159349303655","581836220","YOUNGSTOWN VOA INDEPENDENT HOUSING","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201903159349303655_public.xml","470865549","HOUSING","NY",NA,NA,"VOA ADIRONDACKS AFFORDABLE HOUSING","1660 DUKE STREET","ALEXANDRIA","VA","22314",NA,"N/A",NA,NA,NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201903159349303655","581836220","YOUNGSTOWN VOA INDEPENDENT HOUSING","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201903159349303655_public.xml","611862743","HOUSING","MD",NA,NA,"VOA MD EASTERN SHORE LLC","1660 DUKE STREET","ALEXANDRIA","VA","22314",NA,"N/A",NA,NA,NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201903159349303655","581836220","YOUNGSTOWN VOA INDEPENDENT HOUSING","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201903159349303655_public.xml","204557817","HOUSING","CO",NA,NA,"WHITE ROCK CORONADO HOLDINGS LP","1660 DUKE STREET","ALEXANDRIA","VA","22314",NA,"N/A",NA,NA,NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201903159349303655","581836220","YOUNGSTOWN VOA INDEPENDENT HOUSING","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201903159349303655_public.xml",NA,"HOUSING","CO",NA,NA,"WHITE ROCK CORONADO LP LLC","1660 DUKE STREET","ALEXANDRIA","VA","22314",NA,"N/A",NA,NA,NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202001979349306885","133627542","COMMITTEE OF 100 INC","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202001979349306885_public.xml","830625884","MANAGE CONTRIBUTIONS, AND GRANTS","NY","0","9687068","C100 DONOR FUND LLC","257 PARK AVE SOUTH 19TH FLOOR","NEW YORK","NY","10010","COMMITTEE OF 100 INC",NA,NA,NA,NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202041539349302354","930579722","SALEM HEALTH","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202041539349302354_public.xml",NA,"HOLDS LAND","OR",NA,NA,"MWVP INC","570 LIBERTY ST SE STE 200","SALEM","OR","97301","SHHC",NA,NA,NA,NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201913189349315401","942788907","SUTTER HEALTH","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201913189349315401_public.xml","680209157","SUPPORT SVCS","CA","174815833","51310579","SUTTER CONNECT LLC","10470 OLD PLACERVILLE ROAD","SACRAMENTO","CA","95827","SUTTER HLTH",NA,NA,NA,NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201913189349315401","942788907","SUTTER HEALTH","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201913189349315401_public.xml","454714483","SUPPORT SVCS","CA","75365024","25355612","SUTTER OUTPATIENT SERVICES LLC","2200 RIVER PLAZA DRIVE","SACRAMENTO","CA","95833","SUTTER HLTH",NA,NA,NA,NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201913189349315401","942788907","SUTTER HEALTH","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201913189349315401_public.xml","475583986","LAB SERVICES","CA","44417927","19781461","SUTTER SHARED LAB LLC","2950 COLLIER CANYON ROAD","LIVERMORE","CA","94551","SUTTER HLTH",NA,NA,NA,NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201913189349315401","942788907","SUTTER HEALTH","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201913189349315401_public.xml","821766939","SUPPORT SVCS","CA","0","13634512","SUTTER HEALTH PLAN PRODUCTS ORG LLC","2200 RIVER PLAZA DRIVE","SACRAMENTO","CA","95833","SUTTER HLTH",NA,NA,NA,NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201933199349306178","066032106","THE COMMUNITY FOUNDATION FOR GREATER NEW","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201933199349306178_public.xml",NA,"TO CARRY-OUT THE MISSION INVESTMENT ACTIVITIES OF THE COMMUNITY FOUNDATION","CT",NA,"6648696","THE COMMUNITY FOUNDATION MISSION INVESTMENTS COMPANY LLC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201943199349314604","310549058","OTTERBEIN HOMES","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201943199349314604_public.xml","205493322","DEVELOP & OPERATE SMALL HOUSE NEIGHBORHOODS - PROVIDING SKILLED NURSING CARE","OH","4696753","6687231","OTTERBEIN PERRYSBURG LLC","580 N STATE ROUTE 741","LEBANON","OH","45036","OTTERBEIN HOMES",NA,NA,NA,NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201943199349314604","310549058","OTTERBEIN HOMES","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201943199349314604_public.xml","205493287","DEVELOP & OPERATE SMALL HOUSE NEIGHBORHOODS - PROVIDING SKILLED NURSING CARE","OH","4205953","7212852","OTTERBEIN MONCLOVA LLC","580 N STATE ROUTE 741","LEBANON","OH","45036","OTTERBEIN HOMES",NA,NA,NA,NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201943199349314604","310549058","OTTERBEIN HOMES","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201943199349314604_public.xml","260731207","DEVELOP & OPERATE SMALL HOUSE NEIGHBORHOODS - PROVIDING SKILLED NURSING CARE","OH","4867091","7617186","OTTERBEIN CLEAR CREEK LLC","580 N STATE ROUTE 741","LEBANON","OH","45036","OTTERBEIN HOMES",NA,NA,NA,NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201943199349314604","310549058","OTTERBEIN HOMES","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201943199349314604_public.xml","260731330","DEVELOP & OPERATE SMALL HOUSE NEIGHBORHOODS - PROVIDING SKILLED NURSING CARE","OH","5529881","8187669","OTTERBEIN MIDDLETOWN LLC","580 N STATE ROUTE 741","LEBANON","OH","45036","OTTERBEIN HOMES",NA,NA,NA,NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201943199349314604","310549058","OTTERBEIN HOMES","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201943199349314604_public.xml","205493357","REAL ESTATE HOLDING COMPANY","OH",NA,NA,"OTTERBEIN HOLDINGS LLC","580 N STATE ROUTE 741","LEBANON","OH","45036","OTTERBEIN HOMES",NA,NA,NA,NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201943199349314604","310549058","OTTERBEIN HOMES","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201943199349314604_public.xml","263554627","CLINIC","OH","924998","162223","OTTERBEIN INDEPENDENT LIVING SERVICES LLC","580 N STATE ROUTE 741","LEBANON","OH","45036","OTTERBEIN HOMES",NA,NA,NA,NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201943199349314604","310549058","OTTERBEIN HOMES","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201943199349314604_public.xml","270543473","REAL ESTATE DEVELOPMENT","OH",NA,NA,"OTTERBEIN PROPERTIES LLC","580 N STATE ROUTE 741","LEBANON","OH","45036","OTTERBEIN HOMES",NA,NA,NA,NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201943199349314604","310549058","OTTERBEIN HOMES","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201943199349314604_public.xml","271049483","HOME HEALTH SERVICES","OH","1416544","1194550","OTTERBEIN HOME HEALTH","580 N STATE ROUTE 741","LEBANON","OH","45036","OTTERBEIN HOMES",NA,NA,NA,NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201943199349314604","310549058","OTTERBEIN HOMES","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201943199349314604_public.xml","205952379","DEVELOP & OPERATE SMALL HOUSE NEIGHBORHOODS - PROVIDING SKILLED NURSING CARE","OH","4846465","8020751","OTTERBEIN MAINEVILLE LLC","580 N STATE ROUTE 741","LEBANON","OH","45036","OTTERBEIN HOMES",NA,NA,NA,NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201943199349314604","310549058","OTTERBEIN HOMES","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201943199349314604_public.xml","461453798","HOSPICE SERVICES","OH","1953741","452014","OTTERBEIN HOSPICE","580 N STATE ROUTE 741","LEBANON","OH","45036","OTTERBEIN HOMES",NA,NA,NA,NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201943199349314604","310549058","OTTERBEIN HOMES","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201943199349314604_public.xml","462718728","DEVELOP & OPERATE SMALL HOUSE NEIGHBORHOODS - PROVIDING SKILLED NURSING CARE","OH","5235350","9004575","OTTERBEIN BATAVIA","580 N STATE ROUTE 741","LEBANON","OH","45036","OTTERBEIN HOMES",NA,NA,NA,NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201943199349314604","310549058","OTTERBEIN HOMES","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201943199349314604_public.xml","462748595","DEVELOP & OPERATE SMALL HOUSE NEIGHBORHOODS - PROVIDING SKILLED NURSING CARE","OH","4647070","10133544","OTTERBEIN GAHANNA","580 N STATE ROUTE 741","LEBANON","OH","45036","OTTERBEIN HOMES",NA,NA,NA,NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201943199349314604","310549058","OTTERBEIN HOMES","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201943199349314604_public.xml","462726708","DEVELOP & OPERATE SMALL HOUSE NEIGHBORHOODS - PROVIDING SKILLED NURSING CARE","OH","5029375","9654864","OTTERBEIN NEW ALBANY","580 N STATE ROUTE 741","LEBANON","OH","45036","OTTERBEIN HOMES",NA,NA,NA,NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201943199349314604","310549058","OTTERBEIN HOMES","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201943199349314604_public.xml","462733350","DEVELOP & OPERATE SMALL HOUSE NEIGHBORHOODS - PROVIDING SKILLED NURSING CARE","OH","5474940","10486030","OTTERBEIN LOVELAND","580 N STATE ROUTE 741","LEBANON","OH","45036","OTTERBEIN HOMES",NA,NA,NA,NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201943199349314604","310549058","OTTERBEIN HOMES","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201943199349314604_public.xml","811622556","HOLD REAL ESTATE","OH",NA,NA,"OTTERBEIN BATAVIA REAL ESTATE LLC","580 N STATE ROUTE 741","LEBANON","OH","45036","OTTERBEIN HOMES",NA,NA,NA,NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201943199349314604","310549058","OTTERBEIN HOMES","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201943199349314604_public.xml","811727490","HOLD REAL ESTATE","OH",NA,NA,"OTTERBEIN CLEAR CREEK REAL ESTATE LLC","580 N STATE ROUTE 741","LEBANON","OH","45036","OTTERBEIN HOMES",NA,NA,NA,NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201943199349314604","310549058","OTTERBEIN HOMES","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201943199349314604_public.xml","811497005","HOLDING COMPANY","OH",NA,NA,"OTTERBEIN EXTENDED SERVICES LLC","580 N STATE ROUTE 741","LEBANON","OH","45036","OTTERBEIN HOMES",NA,NA,NA,NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201943199349314604","310549058","OTTERBEIN HOMES","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201943199349314604_public.xml","811582103","HOLD REAL ESTATE","OH",NA,NA,"OTTERBEIN GAHANNA REAL ESTATE LLC","580 N STATE ROUTE 741","LEBANON","OH","45036","OTTERBEIN HOMES",NA,NA,NA,NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201943199349314604","310549058","OTTERBEIN HOMES","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201943199349314604_public.xml","811655560","HOLD REAL ESTATE","OH",NA,NA,"OTTERBEIN LOVELAND REAL ESTATE LLC","580 N STATE ROUTE 741","LEBANON","OH","45036","OTTERBEIN HOMES",NA,NA,NA,NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201943199349314604","310549058","OTTERBEIN HOMES","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201943199349314604_public.xml","811518504","HOLDING COMPANY","OH",NA,NA,"OTTERBEIN LSC LLC","580 N STATE ROUTE 741","LEBANON","OH","45036","OTTERBEIN HOMES",NA,NA,NA,NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201943199349314604","310549058","OTTERBEIN HOMES","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201943199349314604_public.xml","811690234","HOLD REAL ESTATE","OH",NA,NA,"OTTERBEIN MAINEVILLE REAL ESTATE LLC","580 N STATE ROUTE 741","LEBANON","OH","45036","OTTERBEIN HOMES",NA,NA,NA,NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201943199349314604","310549058","OTTERBEIN HOMES","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201943199349314604_public.xml","811531268","PROVIDE MANAGEMENT SERVICES","OH",NA,NA,"OTTERBEIN MANAGEMENT LLC","580 N STATE ROUTE 741","LEBANON","OH","45036","OTTERBEIN HOMES",NA,NA,NA,NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201943199349314604","310549058","OTTERBEIN HOMES","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201943199349314604_public.xml","811705605","HOLD REAL ESTATE","OH",NA,NA,"OTTERBEIN MIDDLETOWN REAL ESTATE LLC","580 N STATE ROUTE 741","LEBANON","OH","45036","OTTERBEIN HOMES",NA,NA,NA,NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201943199349314604","310549058","OTTERBEIN HOMES","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201943199349314604_public.xml","811671473","HOLD REAL ESTATE","OH",NA,NA,"OTTERBEIN MONCLOVA REAL ESTATE LLC","580 N STATE ROUTE 741","LEBANON","OH","45036","OTTERBEIN HOMES",NA,NA,NA,NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201943199349314604","310549058","OTTERBEIN HOMES","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201943199349314604_public.xml","811642781","HOLD REAL ESTATE","OH",NA,NA,"OTTERBEIN NEW ALBANY REAL ESTATE LLC","580 N STATE ROUTE 741","LEBANON","OH","45036","OTTERBEIN HOMES",NA,NA,NA,NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201943199349314604","310549058","OTTERBEIN HOMES","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201943199349314604_public.xml","811600491","HOLD REAL ESTATE","OH",NA,NA,"OTTERBEIN PERRYSBURG REAL ESTATE LLC","580 N STATE ROUTE 741","LEBANON","OH","45036","OTTERBEIN HOMES",NA,NA,NA,NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201943199349314604","310549058","OTTERBEIN HOMES","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201943199349314604_public.xml","811478545","HOLD REAL ESTATE","OH",NA,NA,"OTTERBEIN REAL ESTATE LLC","580 N STATE ROUTE 741","LEBANON","OH","45036","OTTERBEIN HOMES",NA,NA,NA,NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201943199349314604","310549058","OTTERBEIN HOMES","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201943199349314604_public.xml","811745546","HOLDING COMPANY","OH",NA,NA,"OTTERBEIN NEIGHBORHOODS LLC","580 N STATE ROUTE 741","LEBANON","OH","45036","OTTERBEIN HOMES",NA,NA,NA,NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202021299349301752","232216041","GOOD SHEPHERD REHABILITATION NETWORK","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202021299349301752_public.xml","201289638","REHABILITATION PRODUCT DEVELOPMENT","PA","0","0","GOOD SHEPHERD GROUP LLC","GOOD SHEPHERD PLAZA 850 SOUTH 5TH S","ALLENTOWN","PA","18103","GOOD SHEPHERD REHABILITATION NETWORK",NA,NA,NA,NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202021299349301752","232216041","GOOD SHEPHERD REHABILITATION NETWORK","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202021299349301752_public.xml","474366219","DEVELOP, OWN & MANAGE BUSINESSES AND SERVICES RELATED TO GSRN'S MISSION","PA","-573609","40110946","GOOD SHEPHERD DEVELOPMENT LLC","GOOD SHEPHERD PLAZA 850 SOUTH 5TH S","ALLENTOWN","PA","18103","GOOD SHEPHERD REHABILITATION NETWORK",NA,NA,NA,NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202000429349300120","351147323","CENTERSTONE OF INDIANA INC","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202000429349300120_public.xml","273732390","LOW INCOME HOUSING","IN","371827","7636861","CENTERSTONE SUPPORTIVE HOUSING LLC","44 VANTAGE WAY SUITE 400","NASHVILLE","TN","37228","CONTROLLED BY CENTERSTONE OF INDIANA",NA,NA,NA,NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201903199349304585","561735130","EPISCOPAL HOUSING MINISTRY INC","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201903199349304585_public.xml","271238504","LOW INCOME HOUSING","NC","48","-2531","EHM-WALNUT WOODS LLC","PO BOX 17111","RALEIGH","NC","27619","EPISCOPAL HOUSING MINISTRY INC",NA,NA,NA,NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202000579349300940","391163563","WISCONSIN ELECTRIC COOPERATIVE","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202000579349300940_public.xml","834420339","FARM REWIRING FINANCIAL ASSISTANCE PROGRAM","WI","500","431","SAFETY FIRST FARM REWIRING LLC","222 WEST WASHINGTON AVE SUITE 680","MADISON","WI","53703","WISCONSIN ELECTRIC COOPERATIVE ASSOCIATION",NA,NA,NA,NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201913199349318636","452396461","MAPLE GROVE DEVELOPMENT CORPORATION","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201913199349318636_public.xml","320471707","LOW INCOME HOUSING","IL","806347","3140753","MGDC WASHINGTON LLC","205 W PARK AVE","CHAMPAIGN","IL","61820","MAPLE GROVE DEVELOPMENT CORPORATION",NA,NA,NA,NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201913199349318636","452396461","MAPLE GROVE DEVELOPMENT CORPORATION","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201913199349318636_public.xml","300879591","LOW INCOME HOUSING","IL","837398","4098725","MGDC STEER LLC","2008 N MARKET ST","CHAMPAIGN","IL","61822","MAPLE GROVE DEVELOPMENT CORPORATION",NA,NA,NA,NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201913199349318636","452396461","MAPLE GROVE DEVELOPMENT CORPORATION","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201913199349318636_public.xml","371789129","LOW INCOME HOUSING","IL","102039","656424","MGDC COLUMBIA LLC","205 W PARK AVE","CHAMPAIGN","IL","61820","MAPLE GROVE DEVELOPMENT CORPORATION",NA,NA,NA,NA,NA
