"OBJECT_ID","EIN","NAME","TAXYR","FORMTYPE","URL","SG_02_FUNDR_EVNT_1_NAME","SG_02_FUNDR_EVNT_REV_GRORCPT_1","SG_02_FUNDR_EVNT_REV_GRO_1","GrossReceiptsTotalAmt","GrossRevenueTotalEventsAmt","NetIncomeSummaryAmt","SG_02_FUNDR_EVNT_2_NAME","SG_02_FUNDR_EVNT_REV_GRORCPT_2","SG_02_FUNDR_EVNT_REV_GRO_2","SG_02_FUNDR_EVNT_REV_CONTR_1","SG_02_FUNDR_EVNT_EXP_OTH_1","SG_02_FUNDR_EVNT_REV_CONTR_2","SG_02_FUNDR_EVNT_EXP_OTH_2","SG_02_FUNDR_EVNT_OTH_TOT_NUM","SG_02_FUNDR_EVNT_REV_GRORCPT_OTH","SG_02_FUNDR_EVNT_REV_CONTR_OTH","SG_02_FUNDR_EVNT_REV_GRO_OTH","SG_02_FUNDR_EVNT_EXP_OTH_OTH","CharitableContributionsTotAmt","OthDirectExpnssTotalEventsAmt","DirectExpenseSummaryEventsAmt","SG_02_FUNDR_EVNT_EXP_FOOD_1","SG_02_FUNDR_EVNT_EXP_ENTMT_1","SG_02_FUNDR_EVNT_EXP_FOOD_2","SG_02_FUNDR_EVNT_EXP_FOOD_OTH","FoodAndBeverageTotalEventsAmt","EntertainmentTotalEventsAmt","SG_02_FUNDR_EVNT_EXP_RENT_1","RentFcltyCostsTotalEventsAmt","SG_02_FUNDR_EVNT_EXP_ENTMT_2","SG_02_FUNDR_EVNT_EXP_ENTMT_OTH","SG_02_FUNDR_EVNT_EXP_RENT_2","SG_02_FUNDR_EVNT_EXP_NONCSH_OTH","SG_02_FUNDR_EVNT_EXP_RENT_OTH","NonCashPrizesTotalEventsAmt","CashPrizesTotalEventsAmt","SG_02_FUNDR_EVNT_EXP_NONCSH_1","SG_02_FUNDR_EVNT_EXP_NONCSH_2","SG_02_FUNDR_EVNT_EXP_CASH_1","SG_02_FUNDR_EVNT_EXP_CASH_2","SG_02_FUNDR_EVNT_EXP_CASH_OTH"
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201911579349200726","815382780","KITTY KAT HAVEN & RESCUE","2018","990EZ","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201911579349200726_public.xml","FUNDRAISER","11860","11860","11860","11860","11860",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201903169349304375","341212421","LAND STUDIO INC","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201903169349304375_public.xml","OUTLANDISH","19038","7185","19038","7185","-14000",NA,NA,NA,"11853","6601",NA,NA,NA,NA,NA,NA,NA,"11853","6601","21185","9244","350",NA,NA,"9244","350","4990","4990",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201901149349200915","251295543","FOUNDATION FOR CAMPUS MINISTRY AT UPJ INC","2018","990EZ","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201901149349200915_public.xml","ANNUAL DINNER","9228","9228","9228","9228","5771",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3457","3457",NA,NA,NA,"3457",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201913189349308101","160988051","EARLVILLE OPERA HOUSE INC","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201913189349308101_public.xml","SILENT AUCTION","11556","11556","18506","18506","16605","SAVE A SEAT","6950","6950",NA,"1901",NA,NA,NA,NA,NA,NA,NA,NA,"1901","1901",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201913179349307156","561218105","GHA AUTISM SUPPORTSINC","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201913179349307156_public.xml","DUCK DERBY","55900","55900","153120","108443","78098","GALA AUCTION","46679","46679",NA,"9337",NA,"7116","2","50541","44677","5864","3837","44677","20290","30345",NA,NA,NA,NA,NA,NA,NA,"5630",NA,NA,"5630",NA,NA,NA,"4425",NA,NA,"4425",NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202030599349300323","223575823","MADISON AVE - CROSSROADS COMMUNITY","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202030599349300323_public.xml","FUNDRAISING","53872","30608","53872","30608",NA,NA,NA,NA,"23264","30608",NA,NA,NA,NA,NA,NA,NA,"23264","30608","30608",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201913459349300711","591682455","GULF COAST STATE COLLEGE","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201913459349300711_public.xml","HURRICANE RELIE","213163","213163","433869","433869","104506","ANNUAL MEETING","117850","117850",NA,"273272",NA,"41185","2","102856",NA,"102856","14906",NA,"329363","329363",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202041629349301004","210726335","THE ARCMERCER INC","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202041629349301004_public.xml","FALL GALA","119621","3569","119621","3569","0",NA,NA,NA,"116052","3569",NA,NA,NA,NA,NA,NA,NA,"116052","3569","3569",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201932619349300618","232063807","KEMPTON COMMUNITY CENTER","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201932619349300618_public.xml","SPRING SALE","207532","207532","368902","368902","53434","FAIR","89514","89514",NA,"173450",NA,"13053","3","71856",NA,"71856","57829",NA,"244332","315468","4603",NA,"17843","4286","26732","9915",NA,"8172","9915",NA,"6365","395","1807","21267","5050",NA,"20872",NA,NA,"5050"
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202020459349301302","811652178","MT CARMEL VETERANS SERVICE CENTER","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202020459349301302_public.xml","PRIME 25 DINNER","31356","25291","200160","53391","-55125","GOLF TOURNAMENT","159991","28100","6065","8097","131891","9895","1","8813","8813",NA,"265","146769","18257","108516","16000",NA,"13083",NA,"29083",NA,"3875","58201",NA,NA,"54326",NA,NA,"200","2775",NA,"200",NA,"2775",NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201922249349301407","541817119","THE RANDY CUSTIS MEMORIAL FUND","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201922249349301407_public.xml","FUNDRAISING OVE","33381","25627","33381","25627","23514",NA,NA,NA,"7754","2113",NA,NA,"1",NA,NA,NA,NA,"7754","2113","2113",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201912539349300236","593646095","AMIGOS EN CRISTO INC","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201912539349300236_public.xml","ASK EVENT","117460",NA,"117460",NA,"-9259",NA,NA,NA,"117460",NA,NA,NA,NA,NA,NA,NA,NA,"117460",NA,"9259","9259",NA,NA,NA,"9259",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201931199349200503","464898885","HELPING FINANCE EDUCATION AND SPORT","2018","990EZ","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201931199349200503_public.xml","CONSESSION","139091","139091","139091","139091","139091",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201911239349200116","383651925","Bow Lake Camp Owners Association","2018","990EZ","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201911239349200116_public.xml","Fireworks","4772","4772","27549","27549","1668","Lobstre Chicken BBQs","22777","22777",NA,"6000",NA,"19881",NA,NA,NA,NA,NA,NA,"25881","25881",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201903359349200300","621633224","CENTENNIAL HIGH SCHOOL BAND BOOSTERS ASSOCIATION","2018","990EZ","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201903359349200300_public.xml","PARKING","26861","26861","61815","61815","61815","FLAG SUBSCR","34954","34954",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201913189349309991","431648435","THE FOUNDATION FOR BARNES-JEWISH","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201913189349309991_public.xml","ILLUMINATIONS GALA-2018","2384524","1223000","2384524","1223000","1031364",NA,NA,NA,"1161524",NA,NA,NA,NA,NA,NA,NA,NA,"1161524",NA,"191636","106636","85000",NA,NA,"106636","85000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201921709349200607","383953577","PETROGLYPH EDUCATION FOUNDATION INC","2018","990EZ","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201921709349200607_public.xml","SMALL BUSINESS EXPO","44047","44047","73835","73835","14957","PETROGLYPH FESTIVAL","29788","29788",NA,"31531",NA,"27347",NA,NA,NA,NA,NA,NA,"58878","58878",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201941349349201354","352579260","ALLEGHANY COUNTY VETERANS ADVISORY","2018","990EZ","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201941349349201354_public.xml","BRICK SALES","39442","39442","39442","39442","23345",NA,NA,NA,NA,"16097",NA,NA,NA,NA,NA,NA,NA,NA,"16097","16097",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201923249349300407","631055398","DEKALB COUNTY CHILDREN'S ADVOCACY CENTER","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201923249349300407_public.xml","DINNER THEATER","120295","120295","180321","180321","148092","GOLF TOURNAMENT","22541","22541",NA,"19903",NA,"4038","7","37485",NA,"37485","8288",NA,"32229","32229",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201902479349300000","840886127","ALTERNATIVES TO VIOLENCE INC","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201902479349300000_public.xml","PASTELS ON 5TH","50274","50274","104032","104032","79463","GOLF TOURNAMENT","34927","34927",NA,"8119",NA,"11023","2","18831",NA,"18831","5427",NA,"24569","24569",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202010149349200011","272071955","Two Rivers Fish Derby Inc","2018","990EZ","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202010149349200011_public.xml","Fish Derby","37121","37121","42061","42061","7285","Ad Booklet","4940","4940",NA,"10847",NA,"510",NA,NA,NA,NA,NA,NA,"11357","34776","2462","1900",NA,NA,"2462","1900","4730","4730",NA,NA,NA,NA,NA,"202","14125","202",NA,"14125",NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201903189349202330","593733767","SS DIXON INTERMEDIATE PTSO","2018","990EZ","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201903189349202330_public.xml","COOKIE DOUGH","31521","31521","55735","55735","23247","COUPON BOOKS","12965","12965",NA,"17180",NA,"6252","3","11249",NA,"11249","9056",NA,"32488","32488",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201910869349301101","341437080","YOUNGSTOWN ALL-BREED TRAINING CLUB","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201910869349301101_public.xml","TRIALS","117503","117503","125424","125424","103641",NA,NA,NA,NA,NA,NA,NA,"2","7921",NA,"7921",NA,NA,NA,"21783",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"21783",NA,NA,"17472",NA,"4311"
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201943089349301124","541219280","ALEXANDRIA COUNTRY DAY SCHOOL INC","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201943089349301124_public.xml","SPRING GALA","79164","14317","79164","14317","-20453",NA,NA,NA,"64847","12045",NA,NA,NA,NA,NA,NA,NA,"64847","12045","34770","7243",NA,NA,NA,"7243",NA,"15482","15482",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201943189349204979","341279447","Youngstown International Peace Race Foundation","2018","990EZ","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201943189349204979_public.xml","Yo Peace Race",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201911299349201106","830397609","THE CARITAS SPIRITIST CENTER","2018","990EZ","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201911299349201106_public.xml","SILENT AUCTI",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201912969349200501","222343624","SUMMIT HIGH SCHOOL BAND PARENTS ASSN","2018","990EZ","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201912969349200501_public.xml","BAND FESTIVAL","1761","196","29843","10411","10411","CONCESSION","18928","11537","1565",NA,"7391",NA,"2","9154","10476","-1322",NA,"19432",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201920699349200157","205425023","INDIANA STATE TRANSPORTATION","2018","990EZ","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201920699349200157_public.xml","GOLF OUTING","45640","45640","45640","45640","29857",NA,NA,NA,NA,"15783",NA,NA,NA,NA,NA,NA,NA,NA,"15783","15783",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202001969349304280","942998528","ALTO INTERNATIONAL SCHOOL","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202001969349304280_public.xml","30TH ANNIVERSARY AUCTION PARTY","97345","17970","97345","17970","-19462",NA,NA,NA,"79375","11768",NA,NA,NA,NA,NA,NA,NA,"79375","11768","37432",NA,"795",NA,NA,NA,"795","23529","23529",NA,NA,NA,NA,NA,"1340",NA,"1340",NA,NA,NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201902399349300935","912064768","RISE WISCONSIN INC","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201902399349300935_public.xml","CIRCLE OF HOPE","54376","8875","97717","50484","-130","BRAT STAND","43341","41609","45501","5018","1732","1484",NA,NA,NA,NA,NA,"47233","6502","50614","12968","10296","11392",NA,"24360","10296",NA,"2620",NA,NA,"2620",NA,NA,"6836",NA,"6836",NA,NA,NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201911899349300956","930501864","BENEVOLENT & PROTECTIVE ORDER OF ELKS","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201911899349300956_public.xml","OCTOBERFEST","13863","13863","30088","30088","7418","OTHER SPECIAL EVENTS","9949","9949",NA,"9008",NA,"10268","1","6276",NA,"6276","3394",NA,"22670","22670",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202032309349301338","900054984","CAPE COD HEALTHCARE INC & AFFILIATES","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202032309349301338_public.xml","Sunday Summer","253950","131920","627360","372855","248635","Celebrate Summe","158000","96500","122030","26964","61500","8800","1","215410","70975","144435","12347","254505","48111","124220","29011","2300",NA,"34798","63809","5800","4000","6500","1900","1600",NA,NA,"2500",NA,NA,NA,NA,NA,NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201942249349300724","232660344","GREATER EASTON DEVELOPMENT PARTNERSHIP","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201942249349300724_public.xml","ROSE ON THE RIVER","19298","18748","19298","18748","9240",NA,NA,NA,"550","7433",NA,NA,NA,NA,NA,NA,NA,"550","7433","9508",NA,NA,NA,NA,NA,NA,"2075","2075",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201900689349300205","465471970","BREAKTHROUGH BIKE CHALLENGE","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201900689349300205_public.xml","BIKE CHALLEN","332535","332535","332535","332535","317471",NA,NA,NA,NA,"150",NA,NA,NA,NA,NA,NA,NA,NA,"150","15064","14914",NA,NA,NA,"14914",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201942849349301314","541611793","TIDEWATER YOUTH SERVICES FOUNDATION","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201942849349301314_public.xml","5K RACE","41545","41545","41545","41545","30842",NA,NA,NA,NA,"10703",NA,NA,NA,NA,NA,NA,NA,NA,"10703","10703",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201923049349200122","133540931","WOODGLEN PTA","2018","990EZ","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201923049349200122_public.xml","VARIOUS","87153","87153","136051","136051","19542","TRICKY TRAY","26376","26376",NA,"83925",NA,"14659","2","22522",NA,"22522","17925",NA,"116509","116509",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201912359349301101","251313958","SUSQUE-VIEW HOME INC","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201912359349301101_public.xml","CAPITAL CAMPAIG","35657",NA,"35657",NA,NA,NA,NA,NA,"35657",NA,NA,NA,NA,NA,NA,NA,NA,"35657",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201942669349200229","205884469","Anchor of Hope Foundation","2018","990EZ","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201942669349200229_public.xml","Autism Festival","10677","517","33109","3017","-15868","Golf Tournament","19853","2500","10160","8604","17353","3523","2","2579","2579",NA,"610","30092","12737","18885","517","845",NA,NA,"517","845","2500","2500",NA,NA,NA,NA,NA,"601","1685","45","556","500","1185",NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201943199349315814","237064515","Mount Horeb Summer Frolic Inc","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201943199349315814_public.xml","Rides","64194","64194","126598","126598","24815","Beer Tent","35820","35820",NA,"50152",NA,"14182","5","26584",NA,"26584","8538",NA,"72872","101783",NA,NA,"7199","8037","15236","10000",NA,"3375","10000",NA,"3075","300","300","300",NA,NA,NA,NA,NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201903039349200700","570788184","WILEY INTERNATIONAL PTA","2018","990EZ","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201903039349200700_public.xml","FUN RUN","39818","39818","39818","39818","17472",NA,NA,NA,NA,"22346",NA,NA,NA,NA,NA,NA,NA,NA,"22346","22346",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201923029349201352","262538563","MUST LOVE DOGS NW","2018","990EZ","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201923029349201352_public.xml","AUCTION","71436","71436","71436","71436","38913",NA,NA,NA,NA,"23707",NA,NA,NA,NA,NA,NA,NA,NA,"23707","32523",NA,NA,NA,NA,NA,NA,"8816","8816",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202041299349300939","310887471","Pro Seniors Inc","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202041299349300939_public.xml","Seniors Who Rock","28231","6273","28231","6273","-3904",NA,NA,NA,"21958","1229",NA,NA,NA,NA,NA,NA,NA,"21958","1229","10177","6431",NA,NA,NA,"6431",NA,"2517","2517",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201913179349200801","680514475","River Walk Merchants Association","2018","990EZ","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201913179349200801_public.xml","Wine Walk","138387","138387","152624","152624","94315","Dine the District","14237","14237",NA,"10959",NA,"2629",NA,NA,NA,NA,NA,NA,"13588","58309","36514","2400","5263",NA,"41777","2400",NA,"544",NA,NA,"544",NA,NA,NA,NA,NA,NA,NA,NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202011189349200201","710943361","Los Olivos Rotary Club Foundation","2019","990EZ","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202011189349200201_public.xml","Olive & Jazz Festival","68446","55971","68446","55971","36273",NA,NA,NA,"12475","11416",NA,NA,NA,NA,NA,NA,NA,"12475","11416","19698","931","7351",NA,NA,"931","7351","0","0",NA,NA,NA,NA,NA,"0","0","0",NA,"0",NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201932209349200718","364500249","CONCERNS OF POLICE SURVIVORS INC","2018","990EZ","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201932209349200718_public.xml","LT Szczerba","15840","15840","24656","24656","18867","5K Run","8574","8574",NA,"4050",NA,"1739","1","242",NA,"242",NA,NA,"5789","5789",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201912959349200431","911960575","PRAIRIE HIGH SCHOOL AIR FORCE JR ROTC","2018","990EZ","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201912959349200431_public.xml","SCRIP","8036","8036","22179","22179","12620","SNAP RAISE","7433","7433",NA,"7735",NA,"1824","1","6710",NA,"6710",NA,NA,"9559","9559",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201940569349301024","455082239","BERGELECTRIC CHARITABLE FOUNDATION","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201940569349301024_public.xml","SD GOLF TOURNAMENT","59731","59731","223990","223990","164931","LA CORNHOLE TOURNAMENT","46875","46875",NA,"92",NA,"868","7","117384",NA,"117384","8892",NA,"9852","59059","4988",NA,"1685","7878","14551","550","5090","11565",NA,"550","680","4641","5795","19274","3267","14564","69","200","110","2957"
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202110089349200526","471912341","Emanuel Jackson Senior Project Inc","2018","990EZ","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202110089349200526_public.xml","2019 DAVE & KENNY COOK","60693","60693","67102","67102","61251","2019 EJS COMMUNITY BLOCK PARTY","6409","6409",NA,NA,NA,"4120",NA,NA,NA,NA,NA,NA,"4120","5851",NA,NA,"774",NA,"774","610",NA,"347","610",NA,"347",NA,NA,NA,NA,NA,NA,NA,NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202031629349300103","840765567","Colorado Women's Bar Association","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202031629349300103_public.xml","Fall/Summer Socials","31576","26396","54532","47499","0","Holiday Party","6155","5128","5180",NA,"1027",NA,"2","16801","826","15975",NA,"7033",NA,"47499","26396",NA,"5128","15975","47499",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201932959349200013","237102772","RECREATIONAL ADULT RESOURCE ASSOCIATION","2018","990EZ","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201932959349200013_public.xml","COMEDY NIGHT","12575","12575","30110","30110","22026","GOLF TOURN","17535","17535",NA,"2239",NA,"5845",NA,NA,NA,NA,NA,NA,"8084","8084",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201903189349201465","821601103","AMAGANSETT LIFE-SAVING & COAST","2018","990EZ","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201903189349201465_public.xml","LOBSTER BAKE","33806","33806","33806","33806","33806",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202041349349300519","141844319","RICHARDSON HIGH SCHOOL ATHLETIC BOOSTER CLUB INC","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202041349349300519_public.xml","GENERAL FUNDRAISING","147197","147197","147197","147197","101469",NA,NA,NA,"0","45728",NA,NA,NA,NA,NA,NA,NA,"0","45728","45728","0","0",NA,"0","0","0","0","0",NA,"0",NA,NA,NA,"0","0","0",NA,"0",NA,NA
